product_name,gst,hsn_code,company
O/S PRNTG INK TWINKLE FINE SILVER 500 GR,18 %,32151110,Shree Graphics
O/S PRNTG INK TWINKLE MAUVE 500 GR,18 %,32151110,Shree Graphics
O/S PRNTG INK TWINKLE METALIC GOLD 500 GR,18 %,32151190,Shree Graphics
O/S PRNTG INK TWINKLE ORANGE 500 GR,18 %,32151110,Shree Graphics
O/S PRNTG INK TWINKLE VIVID GREEN 500 GR,18 %,32151110,Shree Graphics
O/S PRNTG INK UDAYA GREEN 1 KG,18 %,32151110,Shree Graphics
O/s Prntg Ink Violet 500 Gr,18 %,32151110,Shree Graphics
O/S PRNTG IN NAVARATNA TURQUOISE BLUE 500 GR,18 %,32151110,Shree Graphics
Packing Tape Brown 1 inch,18 %,39199090,Shree Graphics
Packing Tape Brown 2 Inch 40 Meter,18 %,39199090,Shree Graphics
Packing Tape Brown 2 inches 100 Meters,18 %,39199090,Shree Graphics
Packing Tape Brown 2 inches 200 Meters,18 %,39199090,Shree Graphics
PALLETE-102,18 %,44151000,Shree Graphics
PALLETTE-101,18 %,44151000,Shree Graphics
PALLETTE-103,18 %,44151000,Shree Graphics
PAMPION BRUSH,18 %,96034020,Shree Graphics
PANFIX TAPE 1,18 %,39191000,Shree Graphics
Pan Fix Tape 1/2 inch,18 %,39191000,Shree Graphics
PELLET KNIFE 1.5 INCH,18 %,96034020,Shree Graphics
PELLET KNIFE 2 INCH,18 %,96034020,Shree Graphics
PERFORATION PIN,18 %,83059010,Shree Graphics
PET SHEET 19X25COLD PEEL 75MICRON,18 %,39206290,Shree Graphics
PH GLOSS 240 914MMX30MTS-36,18 %,48116000,Shree Graphics
Ph Gloss Pgp242 610mm*30mt 24inches,18 %,48116000,Shree Graphics
PHOSPHORIC ACID 500 ML,18 %,28091000,Shree Graphics
PHOTO PAPER STICKER 130/80 A4,18 %,48116000,Shree Graphics
PILEHI 25 C,18 %,32151110,Shree Graphics
PLASTISOL INK ROYAL BLUE 1 KG,18 %,32151140,Shree Graphics
PLASTISOL NAVY BLUE,18 %,32151140,Shree Graphics
PLASTISOL SCARLET RED,18 %,32151140,Shree Graphics
PLATE CLEANER GP ILTR,18 %,38140020,Shree Graphics
POLYSTAR FILM 250MIC,18 %,39206290,Shree Graphics
POLYSTER 175 MIC,18 %,85469090,Shree Graphics
POLYSTER FILM 100MICRONA4,18 %,39206290,Shree Graphics
POPULAR GLORIYA RED,18 %,32151910,Shree Graphics
POSIJET HD 297X420MM,18 %,39206290,Shree Graphics
PP FIXING INK BLACK 1KG,18 %,32151110,Shree Graphics
PP FIX INKS ASSORTED COLOURS 200GRM,18 %,32151110,Shree Graphics
PRESTRECHED FRAME PREMIUM NYLON 50 OD8X10,18 %,84439100,Shree Graphics
PRE-STRECHED FRAMES-STANDARD NYLON-40-8X10,18 %,84439100,Shree Graphics
PRIME PLUS CYAN,18 %,32151110,Shree Graphics
PRIME PLUS MAGENTA,18 %,32151110,Shree Graphics
PRINTING INK,18 %,32151110,Shree Graphics
PS ALU PLATE 554X720X.28MM-60 WINNER PLUS,18 %,84425020,Shree Graphics
P.S.PLATE 569X720,18 %,84425020,Shree Graphics
PVC BLANK CARD BOX 230PCS,18 %,39269099,Shree Graphics
PVC CARD A4/FUSINGSHEET,18 %,39219029,Shree Graphics
PVC ECO TONED INK WHITE 1 KG,18 %,32151110,Shree Graphics
PVC GOLD GLASS STICKER 13X19,18 %,39202090,Shree Graphics
PVC GOLD INK 1KG,18 %,32151140,Shree Graphics
PVC GOLD INK 200GRM,18 %,32151140,Shree Graphics
PVC GREEN (EM) 1 KG,18 %,32151110,Shree Graphics
PVC GREEN (EM) 200 GR,18 %,32151110,Shree Graphics
PVC GREEN (EM) 500 GR,18 %,32151110,Shree Graphics
PVC INK 75 SERIES BLACK 200 GMS,18 %,32151110,Shree Graphics
PVC INK 75 SERIES GOLDEN YELLOW 200 GMS,18 %,32151110,Shree Graphics
PVC INK 75 SERIES RED 200 GMS,18 %,32151110,Shree Graphics
PVC INK 75 SERIES ROYAL BLUE 200 GMS,18 %,32151110,Shree Graphics
PVC INK 75 SERIES VIM GREEN 200 GMS,18 %,32151110,Shree Graphics
PVC INK 75 SERIES WHITE 200 GMS,18 %,32151110,Shree Graphics
PVC INK ASORTED COLOUR 1 KG,18 %,32151110,Shree Graphics
PVC INK ASSORTED COLOURS-200GRMS,18 %,32151140,Shree Graphics
PVC INK ASSORTED COLOURS 500 GR,18 %,32151140,Shree Graphics
PVC INK BLACK 1 KG,18 %,32151110,Shree Graphics
PVC INK BLACK 200 GR,18 %,32151110,Shree Graphics
PVC INK BLACK 500 GR,18 %,32151110,Shree Graphics
PVC INK BRIGHT GREEN 1 KG,18 %,32151110,Shree Graphics
PVC INK BRIGHT GREEN 200 GR,18 %,32151110,Shree Graphics
PVC INK BRIGHT GREEN 500 GR,18 %,32151110,Shree Graphics
PVC INK BROWN 1 KG,18 %,32151110,Shree Graphics
PVC INK BROWN 200 GR,18 %,32151110,Shree Graphics
PVC INK BROWN 500 GR,18 %,32151110,Shree Graphics
PVC INK COPPER GOLD 200 GR,18 %,32151110,Shree Graphics
PVC INK CRIMSON RED 1 KG,18 %,32151110,Shree Graphics
PVC INK CRIMSON RED 200 GR,18 %,32151110,Shree Graphics
PVC INK CRIMSON RED 500 GR,18 %,32151110,Shree Graphics
PVC INK DEEP RED 1 KG,18 %,32151110,Shree Graphics
PVC INK DEEP RED 200 GR,18 %,32151110,Shree Graphics
PVC INK DEEP RED 500 GR,18 %,32151110,Shree Graphics
PVC INK FLOURSCENT GREEN 200 GR,18 %,32151110,Shree Graphics
PVC INK FLOURSCENT MEGENTA 200 GR,18 %,32151110,Shree Graphics
PVC INK FLOURSCENT PINK 200 GR,18 %,32151110,Shree Graphics
PVC INK FLOURSCENT RED 200 GR,18 %,32151110,Shree Graphics
PVC INK FLOURSCENT YELLOW 200 GR,18 %,32151110,Shree Graphics
PVC INK FOIL MAGENTA 1 KG,18 %,32151110,Shree Graphics
PVC INK FOIL RED 1 KG,18 %,32151110,Shree Graphics
PVC INK GOLD 1 KG,18 %,32151110,Shree Graphics
PVC INK GOLD 200 GR,18 %,32151110,Shree Graphics
PVC INK GOLD 200 GR (UNITY),18 %,32151110,Shree Graphics
PVC INK GOLD 500 GR,18 %,32151110,Shree Graphics
PVC INK GOLDEN YELLOW 1 KG,18 %,32151110,Shree Graphics
PVC INK GOLDEN YELLOW 200 GR,18 %,32151110,Shree Graphics
PVC INK GOLDEN YELLOW 500 GR,18 %,32151110,Shree Graphics
PVC INK GREEN 200 GMS,18 %,32151110,Shree Graphics
PVC INK JET ID CARD,18 %,96121020,Shree Graphics
PVC INK LEMON LYELLOW 1 KG,18 %,32151110,Shree Graphics
PVC INK MAGENTA 1 KG,18 %,32151110,Shree Graphics
PVC INK OPAQUE WHITE 200 GR,18 %,32151110,Shree Graphics
PVC INK OPAQUE WHITE 500 GR,18 %,32151110,Shree Graphics
PVC INK PO RED 200 GR,18 %,32151110,Shree Graphics
PVC INK ROYAL BLUE 1 KG,18 %,32151110,Shree Graphics
PVC INK ROYAL BLUE 200 GR,18 %,32151110,Shree Graphics
PVC INK ROYAL BLUE 500 GR,18 %,32151110,Shree Graphics
PVC INK SILVER 200 GR (LIPI),18 %,32151110,Shree Graphics
PVC INK SILVER 200 GRM,18 %,32151110,Shree Graphics
PVC INK SUPER WHITE 500 GR,18 %,32151110,Shree Graphics
PVC INK VIOLET 200 GR,18 %,32151110,Shree Graphics
PVC MAT INK VINIFIX SUPER WHITE 1 KG,18 %,32151110,Shree Graphics
PVC OPAQUE WHITE 200GRM,18 %,32151110,Shree Graphics
PVC OPAQUE WHITE 500GRM,18 %,32151110,Shree Graphics
PVC PEACOCK BLUE,18 %,32151110,Shree Graphics
PVC PECOCK BLUE500GRM,18 %,32151110,Shree Graphics
PVC STICKER 20X30,18 %,31911090,Shree Graphics
PVC TRANSPERANT WHITE STICKER 12X18,18 %,39269099,Shree Graphics
PVC WHITE STICKER 12X18,18 %,39269099,Shree Graphics
QUICK HEAL ANTIVIRUS PRO 1USER36MONTHS,18 %,85238020,Shree Graphics
RED POLYSTER D/S TAPE,18 %,39191000,Shree Graphics
RED TAPE 305MM,18 %,48116000,Shree Graphics
RED TAPE IN MM,18 %,48116000,Shree Graphics
REDUCER,18 %,38140010,Shree Graphics
RELEASE SHEETS 140GSM,18 %,48116000,Shree Graphics
RELEASE SHEETS 72GSM,18 %,48116000,Shree Graphics
Revivoral Deglazer 1ltr,18 %,38140020,Shree Graphics
Rubber Band 250grm,18 %,40169920,Shree Graphics
RUBBER BAND 500GRM,18 %,40011010,Shree Graphics
RX32 BROWN,18 %,32151140,Shree Graphics
RX-32 CRIMSON RED 1KG,18 %,32151140,Shree Graphics
RX-32SERIES ASSORTED COLOURS,18 %,32151140,Shree Graphics
RX 32 SERIES BLACK 1 KG,18 %,32151140,Shree Graphics
Rx-32 Series Golden Yellow 1 Kg,18 %,32151140,Shree Graphics
RX-32 SERIES GREEN 1 KG,18 %,32151140,Shree Graphics
Rx-32 Series Orange 1 Kg,18 %,32151140,Shree Graphics
RX 32 SERIES PEACOCK BLUE 1 KG,18 %,32151140,Shree Graphics
RX-32 SERIES POST OFFICE RED 1 KG,18 %,32151140,Shree Graphics
RX-32 SERIES RED 1 KG,18 %,32151140,Shree Graphics
RX-32 SERIES WHITE 1 KG,18 %,32151140,Shree Graphics
RX-32 SESRIES MAROON 1KG,18 %,32151140,Shree Graphics
RX 32 SSERIES ROYAL BLUE 1 KG,18 %,32151140,Shree Graphics
RX32VIOLET,18 %,32151140,Shree Graphics
S-101-CUTTER KNIVES9MM,18 %,82130000,Shree Graphics
SANDISK PEN DRIVE 64GB 3.0ULTRA,18 %,85235100,Shree Graphics
SC G-01-4319-DRIER,18 %,29051220,Shree Graphics
Scissor,18 %,82130000,Shree Graphics
SCRATCH INK,18 %,32151140,Shree Graphics
SELF ADHESIVE PAPER12X18GOLD,18 %,48114100,Shree Graphics
SELF ADHESIVE PAPER SILVER 12X18,18 %,48114100,Shree Graphics
SELF ADHESIVE SHEETS 13X19(STAY ON),18 %,48114100,Shree Graphics
SELF ADHESIVE STICKER 12X18,18 %,48114100,Shree Graphics
SELF ADHESIVE TAPES FLASHING TAPE 5 METER,18 %,39199090,Shree Graphics
SINGLE PUNCH,18 %,82073000,Shree Graphics
SOGGO FLASH SILVER -1580-400ml,18 %,32082090,Shree Graphics
SOGGO FLOURESCENT GREEN,18 %,32082090,Shree Graphics
Soggo Flourescent Red,18 %,32082090,Shree Graphics
SOGGO MATT WHIE 1007 400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY -ACTIVE GREY-602-400ML,18 %,32082090,Shree Graphics
SOGGOSPRAY-ANTY RUST BROWN 142-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY-APPLE GREEN-101-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY ART YELLOW-41-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY-BLACK-39-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY -BLACK-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY COPPER 400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY- CREAM WHITE-43-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY DARK BROWN-332/350-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY FLASH GOLD-2595-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY-FLO ORANGE-1006-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY-FLO VIOLET400GRM,18 %,32082090,Shree Graphics
SOGGO SPRAY FL YELLOW400GRM,18 %,32082090,Shree Graphics
SOGGO SPRAY-FORD TRACTOR BLUE -219-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY FRESH GREEN-37-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY-F-VIOLET-1013-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY GOLD-35-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY-GREEN-GOLD-139-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY-HARIER GREY-48-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY-LACQUER-190-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY MATT BLACK-04-400ML,18 %,32082090,Shree Graphics
SOGGO-SPRAY-MEDIUM GREY-22-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY-MEDIUM YELLOW-25-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY-ORANGE-672/671-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY PAINT(FLUORESCENT RED#1001)400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY PAINT(FLUROSCENT PINK#1002)400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY PAINT LAQUER 400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY PAINT MATT BLACK-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY-PHIROZI BLUE-303/312-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY-RAL-7035-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY RIVER BLUE-369-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY SILVER-36-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY-SKY BLUE-15-400ML,18 %,32082090,Shree Graphics
SOGGOSPRAY-SUZUKI RED-131-400ML,18 %,32082090,Shree Graphics
SOGGO SPRAY-WHITE-40-200ML,18 %,32082090,Shree Graphics
SOGGO SPRAY-WHITE-40-400ML,18 %,32082090,Shree Graphics
SOOGO FLASH GOLD-400ML,18 %,32082090,Shree Graphics
SPIKE BUSTER 3MTR LAPCARE,18 %,85369030,Shree Graphics
SPONGE EMBOSS,18 %,39121110,Shree Graphics
SPONGES,18 %,39121110,Shree Graphics
Sprayer Top,18 %,84249000,Shree Graphics
SPRAY PAINT(DEEP RED)400ML,18 %,32082090,Shree Graphics
SPRAY PAINT (DEEP YELLOW#31)400ML,18 %,32082090,Shree Graphics
SPRAY PAINT (FLUROSCENT PINK#1002 )400ML,18 %,32082090,Shree Graphics
SPRAY PAINT (IVORY#20)400ML,18 %,32082090,Shree Graphics
Spray Paint Sparkle Gold#34-400ml,18 %,32082090,Shree Graphics
SQUEEZER 10 INCH,18 %,84439990,Shree Graphics
SQUEEZER 11 INCH,18 %,84439990,Shree Graphics
SQUEEZER 12 INCH,18 %,84439990,Shree Graphics
SQUEEZER 13 INCH,18 %,84439990,Shree Graphics
SQUEEZER 14 INCH,18 %,84439990,Shree Graphics
SQUEEZER 15 INCH,18 %,84439990,Shree Graphics
SQUEEZER 16 INCH,18 %,84439990,Shree Graphics
SQUEEZER 17INCH,18 %,84439990,Shree Graphics
SQUEEZER 18 INCH,18 %,84439990,Shree Graphics
SQUEEZER 2 INCH,18 %,84439990,Shree Graphics
SQUEEZER 3 INCH,18 %,84439990,Shree Graphics
SQUEEZER 4 INCH,18 %,84439990,Shree Graphics
SQUEEZER 5 INCH,18 %,84439990,Shree Graphics
SQUEEZER 6 INCH,18 %,84439990,Shree Graphics
SQUEEZER 7 INCH,18 %,84439990,Shree Graphics
SQUEEZER 8 INCH,18 %,84439990,Shree Graphics
SQUEEZER 9 INCH,18 %,84439990,Shree Graphics
SQUZEE5,18 %,84439990,Shree Graphics
SQUZEE-7,18 %,84439990,Shree Graphics
SR 505 100ML,18 %,35061000,Shree Graphics
SS GLOSS CRIMSON RED,18 %,32151140,Shree Graphics
SSPVC EMRALD GREEN,18 %,32151140,Shree Graphics
SS PVC EMRALD GREEN 200GMS,18 %,32151140,Shree Graphics
SS PVC GOLDEN INK AID 1 LTR,18 %,32151140,Shree Graphics
SS PVC GOLDEN INK AID 5 LTR,18 %,32151140,Shree Graphics
SS PVC GOLDEN YELLOW,18 %,32151140,Shree Graphics
SS PVC GOLDEN YELLOW 200GRMS,18 %,32151140,Shree Graphics
SS PVC INK MEDIUM 1 KGS,18 %,32151140,Shree Graphics
SS PVC INK MEDIUM 500 GR,18 %,32151140,Shree Graphics
SS PVC MAROO500GMS,18 %,32151140,Shree Graphics
SS PVC MAROON 200GRM,18 %,32151140,Shree Graphics
SSPVC MAROON INK,18 %,32151140,Shree Graphics
SS PVC MEDIUM 200 GR,18 %,32151140,Shree Graphics
SS PVC OPAQUE WHITE 1KG,18 %,32151140,Shree Graphics
SS PVC PECOCK BLUE 200GRMS,18 %,32151140,Shree Graphics
SSPVC POSTOFFICE RED,18 %,32151140,Shree Graphics
S S PVC SUPER WHITE1KG,18 %,32151140,Shree Graphics
SS PVC SUPER WHITE 200GMS,18 %,32151140,Shree Graphics
SSPVC UNIVERSAL INKAID-1ltr,18 %,32151140,Shree Graphics
SS PVC UNIVERSAL INK AID500ML,18 %,32151190,Shree Graphics
SS SENSITIZER 100 ML,18 %,32151190,Shree Graphics
SS VANSHINE INK MAROON 200 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK BLACK 1 KG,18 %,32151190,Shree Graphics
SS VINISHINE INK BLACK 200 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK BLACK 500 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK BRIGHT MAGENTA 1 KG,18 %,32151190,Shree Graphics
SS VINISHINE INK BRIGHT MAGENTA 200 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK BRIGHT MAGENTA 500 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK BROWN 200 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK CRIMSONG RED 200 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK DEEP RED 200 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK GOLDEN YELLOW 200 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK GREEN 1 KG,18 %,32151190,Shree Graphics
SS VINISHINE INK GREEN 200 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK GREEN 500 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK INDIA RED 1 KG,18 %,32151190,Shree Graphics
SS VINISHINE INK INDIA RED 200 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK INDIA RED 500 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK LEMON YELLOW 200 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK MEDIUM 200 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK MEHANDI GREEN 1 KG,18 %,32151190,Shree Graphics
SS VINISHINE INK MEHANDI GREEN 200 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK MEHANDI GREEN 500 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK ORANGE 1KG,18 %,32151190,Shree Graphics
SS VINISHINE INK ORANGE 200 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK PECOCK BLUE 200 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK ROYAL BLUE 200 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK ROYAL BLUE 500 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK TURQUESH BLUE 200 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK WHITE 1 KG,18 %,32151190,Shree Graphics
SS VINISHINE INK WHITE 200 GR,18 %,32151190,Shree Graphics
SS VINISHINE INK WHITE 500 GR,18 %,32151190,Shree Graphics
SS VINISHIN INK ROYAL BLUE 1 KG,18 %,32151190,Shree Graphics
STAR DUST+ 20 LTR,18 %,37079010,Shree Graphics
STAR WASH 40 20LTR,18 %,38140010,Shree Graphics
STAR WASH 40-5LTR,18 %,38140010,Shree Graphics
STENCIL REMCHEMINK 1LTR,18 %,28291100,Shree Graphics
STENCIL REMCHEMINK 500ML,18 %,28291100,Shree Graphics
STICKER PAPER CROMO 90 X 130 ALFA,18 %,48114100,Shree Graphics
STICKER SHEET OPAQUE WHITE 20X30,18 %,48114100,Shree Graphics
STICK ON SELF ADHESIVE PAPER 12X18,18 %,48114100,Shree Graphics
STICKY FILE,18 %,35061000,Shree Graphics
STICKY FILE THICK,18 %,35061000,Shree Graphics
STRCH FILM 300 MM,18 %,39219099,Shree Graphics
STRECH FILM 100MM,18 %,39191000,Shree Graphics
Strech Film 150mm,18 %,39219099,Shree Graphics
Strech Film 300mm,18 %,39219099,Shree Graphics
Strech Film-4,18 %,39219099,Shree Graphics
STRECH FILM(500MM),18 %,39219099,Shree Graphics
STRECH FILM ROLL-4,18 %,39219099,Shree Graphics
STRECH WREP(150MM),18 %,39191000,Shree Graphics
SUBLIMATION INK,18 %,32151190,Shree Graphics
SUCCER,18 %,40169940,Shree Graphics
SUCCER CUP,18 %,40169940,Shree Graphics
SUCCER FLAT,18 %,40169940,Shree Graphics
SUCCER-NUM02,18 %,84439100,Shree Graphics
SUCCER-NUM03,18 %,84439100,Shree Graphics
SUCCER-NUM04,18 %,84439100,Shree Graphics
SUMICA BRIGHT GOLD 4199,18 %,32061900,Shree Graphics
SUN COATING SOLUTION-1KG PAK,18 %,35069110,Shree Graphics
SUN COATING SOLUTION-200GRM,18 %,35069110,Shree Graphics
SUN COATING SOLUTION-500GRM,18 %,35069110,Shree Graphics
SUPER FOUNT LNS 202 20 LTR,18 %,38249017,Shree Graphics
SUPERIAM MATTE FILM-12.5,18 %,39199090,Shree Graphics
SUPERIAM POLYSTER GLOSSY 100MIC-12.5 INCH,18 %,39199090,Shree Graphics
Super Lam Matte Film-12.5,18 %,39199090,Shree Graphics
SW8543330*483FASSON50U PET TC/S1800/CCK130TRASPEREN,18 %,39199090,Shree Graphics
TECHNOVA SLC (TRANSPERENT)200G 330X482MM,18 %,39199010,Shree Graphics
TECHNOVA SLG(Opaque)330X482MM,18 %,39199010,Shree Graphics
TECHNOVA STICKER PLG 12X18,18 %,39201011,Shree Graphics
TECHNOVA STICKERS PLS 12X18 100 SHEETS,18 %,39201012,Shree Graphics
TECHNOVA STICKERS PLS 13X19,18 %,39201013,Shree Graphics
TECKNOVA STICKER PAPER PLG 13X19 234 GSM,18 %,39201014,Shree Graphics
TEXCORN BLACK1KG,18 %,32041740,Shree Graphics
TEXCRON BROWN GR,18 %,32041740,Shree Graphics
TEXCRON GOLDEN-YELLOE,18 %,32041740,Shree Graphics
TEXCRON LEMON YELLOE 1KG,18 %,32041740,Shree Graphics
TEXCRON RED PIGMENT 1KG,18 %,32041740,Shree Graphics
TEXTCORN RED VIOLET-1KG,18 %,32041740,Shree Graphics
TEXT PIGMENT BLACK 1 KG,18 %,32041740,Shree Graphics
TEXT PIGMENT BLACK 250 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT BLUE 100 ML,18 %,32041740,Shree Graphics
TEXT PIGMENT BLUE 1 KG,18 %,32041740,Shree Graphics
TEXT PIGMENT BLUE 250 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT BLUE FLUR 100 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT BORDEX RED 100 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT BROWN 100 ML,18 %,32041740,Shree Graphics
TEXT PIGMENT BROWN 1 KG,18 %,32041740,Shree Graphics
TEXT PIGMENT BROWN 250 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT FLOURSCENT GREEN 250 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT FLOURSCENT ORANGE 250 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT FLOURSCENT PINK 250 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT FLOURSCENT RED 250 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT FLOURSCENT YELLOW 250 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT FLUR BLUE 1 KG,18 %,32041740,Shree Graphics
TEXT PIGMENT GOLD 250 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT GREEN 100 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT GREEN 1 KG,18 %,32041740,Shree Graphics
TEXT PIGMENT GREEN 250 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT NAVY BLUE 1 KG,18 %,32041740,Shree Graphics
TEXT PIGMENT ORANGE 100 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT ORANGE 1 KG,18 %,32041740,Shree Graphics
TEXT PIGMENT ORANGE 250 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT RED 100 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT RED 1 KG,18 %,32041740,Shree Graphics
TEXT PIGMENT RED 250 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT RED VIOLET 100 ML,18 %,32041740,Shree Graphics
TEXT PIGMENT TUR BLUE 100 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT TUR BLUE 1 KG,18 %,32041740,Shree Graphics
TEXT PIGMENT TUR BLUE 250 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT VIOLET 100 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT VIOLET 250 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT YELLOW 100 GR,18 %,32041740,Shree Graphics
TEXT PIGMENT YELLOW 1 KG,18 %,32041740,Shree Graphics
TEXT PIGMENT YELLOW 250 GR,18 %,32041740,Shree Graphics
THINNER,18 %,32041740,Shree Graphics
TISSUE TAPE,18 %,48114100,Shree Graphics
TISSUE TAPE 1,18 %,48114100,Shree Graphics
TISSUE TAPE 12,18 %,48114100,Shree Graphics
TISSUE TAPE 12MM,18 %,48114100,Shree Graphics
TISSUE TAPE 13,18 %,48114100,Shree Graphics
TISSUE TAPE2,18 %,48114100,Shree Graphics
TISSUE TAPE2,18 %,48114100,Shree Graphics
TISSUE TAPE3/4,18 %,48114100,Shree Graphics
TISSUE TAPE3/4,18 %,48114100,Shree Graphics
TISSUE TAPE4,18 %,48114100,Shree Graphics
TISSUETAPE IN MM,18 %,48114100,Shree Graphics
TONER CARTIDGE RHTC0088A,18 %,84439959,Shree Graphics
TONER CARTRIDGE RHTCUO12A,18 %,84439959,Shree Graphics
TONER CATRIDGE RHTC0049A,18 %,84439959,Shree Graphics
TONER OPC DURM RBOPCD 2240,18 %,84439959,Shree Graphics
TONER POWDER RHTCL0001 35/36/88A,18 %,37079090,Shree Graphics
TONNER CATRIDGE RHTC0088A,18 %,84439959,Shree Graphics
Total Care 100 Ml,18 %,38249017,Shree Graphics
TOTAL CARE SFD 5 LTR,18 %,38249017,Shree Graphics
TOULIN,18 %,29023000,Shree Graphics
TRACEING PAPER 90/95GSM 18X45MTR,18 %,48063000,Shree Graphics
TRACING PAPER A3,18 %,48063000,Shree Graphics
TRACING PAPER A4 250 SHEET,18 %,48063000,Shree Graphics
TRACING PAPER LEGAL,18 %,48063000,Shree Graphics
TRANSPARENT PRINTING INK,18 %,32151190,Shree Graphics
TRANSPARENT STICKER PAPER SW8544 330X483 FASSON,18 %,48114100,Shree Graphics
TRANSPERANT STICKER 20X30,18 %,48114100,Shree Graphics
Transperent Film 175gsm 12x18(50),18 %,39206220,Shree Graphics
Transperent Tape 2.5,18 %,39206220,Shree Graphics
TRICOL-PB,18 %,39051210,Shree Graphics
TR INK AID 500ML,18 %,32151190,Shree Graphics
TR TAPE 1100MTR,18 %,39206220,Shree Graphics
Turbo Black,18 %,32151190,Shree Graphics
TVS CARTRIDGE SP 40PLUS,18 %,96121010,Shree Graphics
U BALL PEN(149),18 %,96081019,Shree Graphics
U BALLPEN(40),18 %,96081019,Shree Graphics
Ultra Fount 20 Ltr,18 %,38249017,Shree Graphics
ULTRA FOUNT-5LT PKING(3201012),18 %,38249017,Shree Graphics
Ultra Fount 5 Ltr,18 %,38249017,Shree Graphics
ULTRAPURE WASH 20LTR,18 %,38140020,Shree Graphics
ULTRA WASH-5LTR PKT,18 %,381440020,Shree Graphics
U NEO 2XBP,18 %,96081019,Shree Graphics
Unifin 5ltr,18 %,38249090,Shree Graphics
Universal Wash,18 %,38140020,Shree Graphics
